FID,Shape ,AREA,lake_id,Jurisdicti,PERIM,X_CENTER,Y_CENTER,HA,Shape_Leng,Shape_Area,Lat,Lon
6110,Polygon,1423.922973,11677,SEKI,160.25005,346098.7313,4097711.224,0.142392,160.25005,1423.918377,37.01298057,-118.7299139
6111,Polygon,19079.90378,10238,SEKI,777.506595,364470.1379,4097067.548,1.90797,777.506595,19079.74648,37.01001045,-118.5233669
6112,Polygon,2405.233955,11342,SEKI,186.751147,369007.0279,4096965.468,0.24052,186.751147,2405.19842,37.00973409,-118.4723697
6113,Polygon,534.66092,11411,SEKI,91.91148,364602.4742,4097113.202,0.053466,91.91148,534.656704,37.01044093,-118.5218881
6114,Polygon,32733.80394,10185,SEKI,812.38468,350006.1443,4097454.604,3.27337,812.38468,32733.68727,37.0113003,-118.6859594
6115,Polygon,28919.50239,10176,SEKI,679.569292,346337.7225,4097600.633,2.89194,679.569292,28919.43051,37.01202324,-118.7272061
6116,Polygon,716.767462,11633,SEKI,110.70178,350312.5651,4097550.013,0.071676,110.70178,716.7645,37.01220885,-118.6825355
6117,Polygon,394.917395,11416,SEKI,80.980953,365190.4973,4097068.418,0.039491,80.980953,394.914646,37.01012193,-118.5152727
6118,Polygon,1674.788813,11330,SEKI,169.984105,371495.4125,4096819.771,0.167477,169.984105,1674.767171,37.00876479,-118.4443834
6119,Polygon,104383.4031,10186,SEKI,1650.389277,349571.3354,4097356.185,10.4383,1650.389277,104383.0339,37.01034398,-118.6908252
6120,Polygon,652.163996,11409,SEKI,102.81098,364329.3567,4097047.078,0.065216,102.81098,652.158232,37.00980567,-118.5249451
6121,Polygon,58.010266,12518,SEKI,27.140399,369043.4632,4096935.825,0.005801,27.140399,58.009337,37.00947204,-118.4719551
6122,Polygon,18.855181,12519,SEKI,15.568869,368909.5145,4096977.295,0.001886,15.568869,18.855078,37.00982707,-118.4734675
6123,Polygon,6629.242744,10236,SEKI,393.978716,365155.7168,4096961.38,0.662918,393.978716,6629.182994,37.00915239,-118.5156444
6124,Polygon,8543.950834,10243,SEKI,399.892106,361599.1338,4097051.775,0.854388,399.892106,8543.882691,37.00944978,-118.5556236
6125,Polygon,295.72619,11408,SEKI,67.562615,364249.474,4097007.346,0.029572,67.562615,295.723211,37.0094361,-118.5258355
6126,Polygon,437.776276,11413,SEKI,79.34369,364792.8945,4096974.4,0.043777,79.34369,437.770371,37.00921758,-118.5197235
6127,Polygon,344.771294,11671,SEKI,71.792372,346988.3141,4097532.886,0.034477,71.792372,344.770662,37.011519,-118.7198826
6128,Polygon,18978.53185,10278,SEKI,608.909485,371286.0634,4096687.587,1.89783,608.909485,18978.26522,37.00754495,-118.4467132
6129,Polygon,118.157804,12541,SEKI,38.657929,370089.4956,4096865.577,0.011816,38.657929,118.156308,37.00898423,-118.4601891
6130,Polygon,1093.922261,11673,SEKI,157.667612,346610.9591,4097534.143,0.109392,157.667612,1093.918195,37.01146879,-118.7241226
6131,Polygon,510.553474,11412,SEKI,84.984491,364752.7271,4096942.871,0.051055,84.984491,510.547877,37.00892768,-118.5201692
6132,Polygon,3901.057366,11340,SEKI,265.73443,368397.9463,4096789.555,0.3901,265.73443,3901.001636,37.00806375,-118.479183
6133,Polygon,55.726447,12550,SEKI,26.600896,365249.9858,4096927.355,0.005573,26.600896,55.725772,37.00885931,-118.514579
6134,Polygon,799.214227,11406,SEKI,115.250519,363966.4178,4096948.041,0.079921,115.250519,799.207426,37.00886075,-118.5290053
6135,Polygon,3401.966458,11329,SEKI,247.468918,371518.5763,4096670.601,0.340192,247.468918,3401.917983,37.00742371,-118.4440977
6136,Polygon,332.893869,11674,SEKI,69.183431,346279.5909,4097502.872,0.033289,69.183431,332.893792,37.01113287,-118.7278393
6137,Polygon,1950.247718,11672,SEKI,164.703726,346740.2502,4097469.575,0.195024,164.703726,1950.241587,37.01090811,-118.7226568
6138,Polygon,462.712052,11410,SEKI,93.380049,364389.9108,4096897.646,0.046271,93.380049,462.706105,37.00846785,-118.5242378
6139,Polygon,656.058604,11670,SEKI,95.850329,347138.5536,4097422.76,0.065606,95.850329,656.055519,37.01055118,-118.7181722
6140,Polygon,2545.621842,12538,SEKI,313.292824,371612.0119,4096601.989,0.254559,313.292824,2545.585617,37.00681818,-118.4430361
6141,Polygon,409.39568,12381,SEKI,79.156413,364230.2472,4096878.561,0.040939,79.156413,409.392619,37.00827281,-118.5260283
6142,Polygon,543.31206,11675,SEKI,88.003684,346263.9298,4097440.109,0.054331,88.003684,543.309926,37.01056479,-118.7280025
6143,Polygon,815.583113,11407,SEKI,127.292911,363944.6547,4096869.332,0.081558,127.292911,815.577504,37.00814834,-118.5292356
6144,Polygon,38.542318,12536,SEKI,22.132173,371169.9085,4096647.239,0.003854,22.132173,38.541638,37.00716544,-118.4480115
6145,Polygon,12363.79958,10279,SEKI,597.720115,371340.9109,4096536.717,1.23636,597.720115,12363.62128,37.00619289,-118.4460712
6146,Polygon,458.184282,11669,SEKI,84.01551,347450.2675,4097343.874,0.045818,84.01551,458.182597,37.00989105,-118.714654
6147,Polygon,529.184909,11676,SEKI,96.929917,346185.9999,4097346.337,0.052918,96.929917,529.183681,37.00970713,-118.7288589
6148,Polygon,159510.6265,10235,SEKI,2485.83678,365074.2437,4096513.125,15.9509,2485.83678,159509.2573,37.00510136,-118.5164796
6149,Polygon,616.75477,11430,SEKI,121.531409,363208.2223,4096723.767,0.061675,121.531409,616.750492,37.0067297,-118.5374839
6150,Polygon,1108.442415,11647,SEKI,149.586888,348475.2333,4097188.495,0.110844,149.586888,1108.439047,37.00865688,-118.7031068
6151,Polygon,1026.902833,11328,SEKI,121.025183,370262.5888,4096475.342,0.102689,121.025183,1026.888426,37.00549154,-118.4581769
6152,Polygon,590.678074,11423,SEKI,98.41633,364758.9146,4096647.971,0.059068,98.41633,590.675056,37.00627116,-118.5200467
6153,Polygon,530.597807,11429,SEKI,88.548561,363723.0411,4096679.482,0.053059,88.548561,530.594345,37.00640545,-118.5316914
6154,Polygon,910.45471,11422,SEKI,120.531858,364790.8778,4096614.029,0.091045,120.531858,910.446914,37.0059699,-118.5196815
6155,Polygon,771.984917,11668,SEKI,104.093197,347378.3753,4097157.153,0.077198,104.093197,771.983728,37.00819695,-118.7154239
6156,Polygon,43.380164,12556,SEKI,23.508934,364000.0061,4096647.392,0.004338,23.508934,43.379635,37.0061564,-118.5285737
6157,Polygon,803.79528,11667,SEKI,116.068957,347495.3021,4097147.217,0.080379,116.068957,803.792526,37.00812641,-118.7141082
6158,Polygon,973.713018,11666,SEKI,138.994581,347461.229,4097124.472,0.097371,138.994581,973.708495,37.00791594,-118.7144864
6159,Polygon,3580.386873,11428,SEKI,240.306863,363536.787,4096592.868,0.358036,240.306863,3580.358331,37.00559792,-118.5337684
6160,Polygon,1377.180287,11424,SEKI,147.471705,364560.8299,4096553.683,0.137717,147.471705,1377.165611,37.00539297,-118.5222555
6161,Polygon,1318.205918,11664,SEKI,147.834436,346511.6829,4097132.146,0.13182,147.834436,1318.202645,37.00783046,-118.7251562
6162,Polygon,726.645969,11665,SEKI,100.859272,347383.0734,4097100.56,0.072664,100.859272,726.643388,37.00768779,-118.7153596
6163,Polygon,452.83147,12360,SEKI,91.67912,370802.7625,4096275.037,0.045283,91.67912,452.825481,37.00376092,-118.4520731
6164,Polygon,521.375253,11662,SEKI,85.728023,346331.373,4097023.019,0.052138,85.728023,521.375485,37.00681772,-118.7271597
6165,Polygon,714.992587,11327,SEKI,100.585007,370916.6792,4096235.528,0.071498,100.585007,714.979718,37.00342054,-118.4507864
6166,Polygon,1387.433114,11427,SEKI,213.215023,363398.1672,4096447.347,0.138742,213.215023,1387.423584,37.00426646,-118.5352996
6167,Polygon,2483.823566,12543,SEKI,176.916417,371319.9071,4096197.243,0.248379,176.916417,2483.787163,37.00313083,-118.4462492
6168,Polygon,841.388679,11339,SEKI,115.791723,368728.0895,4096259.768,0.084138,115.791723,841.376787,37.0033358,-118.4753811
6169,Polygon,1180.012775,11338,SEKI,141.402026,368813.5103,4096246.173,0.117999,141.402026,1179.993626,37.00322521,-118.474419
6170,Polygon,13374.25801,10237,SEKI,556.739709,364005.7723,4096330.79,1.33741,556.739709,13374.15033,37.00330427,-118.5284517
6171,Polygon,1688.274293,11634,SEKI,184.318175,350062.7611,4096784.4,0.168827,184.318175,1688.268291,37.00527046,-118.68519
6172,Polygon,48092.94385,10271,SEKI,979.863225,366782.0662,4096103.37,4.80922,979.863225,48092.22506,37.00165259,-118.4972183
6173,Polygon,2965.986514,11426,SEKI,229.461819,363594.8681,4096339.914,0.296596,229.461819,2965.960588,37.00332694,-118.5330701
6174,Polygon,756.109831,11421,SEKI,116.658581,365313.4025,4096275.356,0.07561,116.658581,756.104467,37.00299307,-118.5137499
6175,Polygon,6022.995735,10242,SEKI,331.611837,361827.8325,4096323.035,0.602295,331.611837,6022.950327,37.00291669,-118.5529203
6176,Polygon,1691.275349,11635,SEKI,169.419441,349971.1675,4096706.511,0.169127,169.419441,1691.266796,37.00455402,-118.6862035
6177,Polygon,154440.3297,10517,SEKI,1858.651692,372903.595,4095781.775,15.444,1858.651692,154440.0406,36.99960232,-118.428385
6178,Polygon,8139.622729,10177,SEKI,343.483193,345532.6818,4096800.014,0.813961,343.483193,8139.608796,37.00467743,-118.7360871
6179,Polygon,923.926331,11660,SEKI,114.620014,346686.635,4096792.307,0.092392,114.620014,923.922612,37.00479696,-118.7231214
6180,Polygon,984.235197,11661,SEKI,115.636653,346776.4185,4096776.365,0.098423,115.636653,984.233496,37.00466796,-118.7221095
6181,Polygon,1287.3538,12624,SEKI,136.056583,371303.5464,4095990.181,0.128733,136.056583,1287.334284,37.00126264,-118.4463977
6182,Polygon,9305.193812,10180,SEKI,483.731149,346237.9843,4096672.927,0.930517,483.731149,9305.172304,37.003648,-118.7281375
6183,Polygon,26173.60897,10516,SEKI,749.249438,367770.222,4095943.337,2.61733,749.249438,26173.34441,37.00035002,-118.4860879
6184,Polygon,67547.72698,10187,SEKI,1174.711268,349833.3465,4096412.966,6.75475,1174.711268,67547.497,37.00188702,-118.6876934
6185,Polygon,1669.564948,11656,SEKI,192.312866,346955.2746,4096591.777,0.166956,192.312866,1669.56267,37.0030339,-118.7200626
6186,Polygon,249.001553,11657,SEKI,62.317981,346728.3341,4096628.511,0.0249,62.317981,249.000244,37.0033279,-118.7226196
6187,Polygon,593.167404,11659,SEKI,107.070899,346633.9314,4096617.38,0.059317,107.070899,593.165887,37.00321221,-118.7236779
6188,Polygon,6229.146322,10179,SEKI,330.280674,346124.1863,4096596.514,0.622913,330.280674,6229.131379,37.00294087,-118.7294003
6189,Polygon,1370.704784,11658,SEKI,183.989468,346674.9555,4096599.098,0.13707,183.989468,1370.701617,37.00305417,-118.7232133
6190,Polygon,11071.44258,10178,SEKI,402.495291,345122.136,4096565.212,1.10714,402.495291,11071.41847,37.00249423,-118.7406511
6191,Polygon,2603.794646,11425,SEKI,195.849491,363517.5676,4096028.522,0.260378,195.849491,2603.77676,37.0005097,-118.5338822
6192,Polygon,35561.44494,10181,SEKI,1126.74995,346582.9173,4096415.58,3.55614,1126.74995,35561.36431,37.00138559,-118.72421
6193,Polygon,446.891475,12560,SEKI,75.082361,363400.0292,4095947.41,0.04469,75.082361,446.894541,36.99976171,-118.535188
6194,Polygon,1019.796041,11648,SEKI,137.428631,347915.8299,4096327.222,0.101979,137.428631,1019.791774,37.00080609,-118.709218
6195,Polygon,3525.753031,12353,SEKI,230.396734,348518.6142,4096257.765,0.352575,230.396734,3525.745516,37.0002776,-118.7024323
6196,Polygon,334.309278,11651,SEKI,70.147507,347441.8846,4096288.163,0.033431,70.147507,334.30862,37.00037734,-118.7145344
6197,Polygon,15500.09274,10523,SEKI,493.174324,348773.1655,4096171.787,1.55001,493.174324,15500.1017,36.99954389,-118.6995554
6198,Polygon,345.611087,11649,SEKI,84.930398,347681.9814,4096246.259,0.034561,84.930398,345.61033,37.00003871,-118.7118287
6199,Polygon,117.35352,11650,SEKI,42.458542,347438.29,4096255.242,0.011735,42.458542,117.352379,37.00008013,-118.7145682
6200,Polygon,9889.921209,10280,SEKI,387.541953,367676.8349,4095552.489,0.988995,387.541953,9889.954979,36.9968148,-118.4870685
6201,Polygon,1031.196443,11654,SEKI,153.709308,346337.643,4096240.093,0.10312,153.709308,1031.195584,36.99976433,-118.7269296
6202,Polygon,4100.732853,12349,SEKI,260.124454,350563.9764,4096056.398,0.410074,260.124454,4100.738172,36.9987906,-118.6794145
6203,Polygon,1090.953925,11653,SEKI,154.124676,346371.5619,4096180.906,0.109095,154.124676,1090.952718,36.99923658,-118.7265365
6204,Polygon,9301.15718,10284,SEKI,411.562035,369956.5077,4095402.083,0.93012,411.562035,9301.196085,36.99577757,-118.4614309
6205,Polygon,720.007727,11652,SEKI,124.122207,346302.6291,4096170.237,0.072001,124.122207,720.009497,36.99912918,-118.7273087
6206,Polygon,733.705273,11239,SEKI,113.119776,369143.0009,4095384.983,0.073371,113.119776,733.707839,36.99551058,-118.4705674
6207,Polygon,10589.06234,10281,SEKI,457.372492,367517.6274,4095375.006,1.05891,457.372492,10589.09515,36.995193,-118.488826
6208,Polygon,1834.995341,11238,SEKI,192.36285,369542.9565,4095235.772,0.1835,192.36285,1835.003908,36.99422156,-118.4660482
6209,Polygon,1307.418842,12347,SEKI,138.30264,351138.6991,4095813.47,0.130742,138.30264,1307.420046,36.99669288,-118.6729101
6210,Polygon,2432.486966,11241,SEKI,216.816921,368476.8481,4095241.923,0.243249,216.816921,2432.494121,36.99412843,-118.4780264
6211,Polygon,2127.549058,12362,SEKI,231.755466,368400.7128,4095237.076,0.212756,231.755466,2127.558968,36.9940741,-118.4788809
6212,Polygon,7638.670667,10283,SEKI,427.127743,368585.2248,4095192.845,0.76387,427.127743,7638.696544,36.99370133,-118.4768003
6213,Polygon,1421.953213,12348,SEKI,146.498201,350757.491,4095792.198,0.142196,146.498201,1421.956791,36.99644076,-118.6771883
6214,Polygon,620.395562,11240,SEKI,104.757586,368540.4384,4095231.553,0.06204,104.757586,620.397983,36.99404388,-118.4773102
6215,Polygon,57312.45735,10527,SEKI,1143.613366,347248.7786,4095754.224,5.73125,1143.613366,57312.4856,36.99553499,-118.7165956
6216,Polygon,11707.93383,10306,SEKI,472.674656,373382.5254,4094915.898,1.1708,472.674656,11708.00649,36.99186398,-118.4228586
6217,Polygon,1839.238599,12345,SEKI,164.104029,351253.2636,4095660.49,0.183924,164.104029,1839.243052,36.99533257,-118.671593
6218,Polygon,952.288363,12346,SEKI,132.261416,351090.3404,4095665.998,0.095229,132.261416,952.292144,36.99535641,-118.6734243
6219,Polygon,5161.090496,10282,SEKI,317.2671,368188.21,4095078.196,0.516111,317.2671,5161.11055,36.99261259,-118.4812404
6220,Polygon,12033.83886,10528,SEKI,468.454385,351648.6887,4095535.168,1.20339,468.454385,12033.86905,36.99426583,-118.6671263
6221,Polygon,1347.569198,12344,SEKI,157.301572,351253.2389,4095580.414,0.134757,157.301572,1347.571167,36.99461104,-118.6715775
6222,Polygon,15996.88558,10285,SEKI,558.550497,369863.7755,4094886.713,1.5997,558.550497,15996.95708,36.99112049,-118.4623838
6223,Polygon,617.798958,11242,SEKI,107.127762,368107.2144,4095012.559,0.06178,107.127762,617.802716,36.99200975,-118.4821389
6224,Polygon,2734.797394,12343,SEKI,200.883648,350813.476,4095462.817,0.27348,200.883648,2734.800539,36.99348173,-118.6764942
6225,Polygon,865.664539,11237,SEKI,113.47959,370676.3,4094839.575,0.086567,113.47959,865.668376,36.99080782,-118.4532478
6226,Polygon,11554.30087,10491,SEKI,435.239774,365268.5381,4094931.162,1.15544,435.239774,11554.40005,36.99087373,-118.5140138
6227,Polygon,1119.391173,11236,SEKI,137.409046,370743.1417,4094776.928,0.11194,137.409046,1119.395835,36.99025247,-118.4524861
6228,Polygon,34.368242,12544,SEKI,21.008448,366050.0048,4094927.309,0.003437,21.008448,34.368674,36.99095067,-118.5052343
6229,Polygon,403.244927,11269,SEKI,78.115536,367045.5628,4094849.619,0.040325,78.115536,403.245651,36.9903919,-118.4940367
6230,Polygon,972.755811,11243,SEKI,141.92005,368200.3714,4094780.891,0.097276,141.92005,972.757484,36.98993516,-118.4810519
6231,Polygon,43.323239,12545,SEKI,23.49069,366988.249,4094752.008,0.004332,23.49069,43.323224,36.98950418,-118.4946634
6232,Polygon,4452.930501,12342,SEKI,268.243629,351845.2301,4095235.579,0.445294,268.243629,4452.94416,36.99159734,-118.6648596
6233,Polygon,43.320638,12546,SEKI,23.493743,366979.4417,4094714.068,0.004332,23.493743,43.320869,36.98916104,-118.4947556
6234,Polygon,681.618149,11268,SEKI,107.571715,367055.1986,4094724.004,0.068162,107.571715,681.619888,36.9892613,-118.4939063
6235,Polygon,1275.662885,11267,SEKI,148.481,366959.3706,4094666.501,0.127566,148.481,1275.664735,36.98872956,-118.4949727
6236,Polygon,2233.751895,11231,SEKI,217.877197,372847.1082,4094443.562,0.223377,217.877197,2233.765784,36.9875352,-118.428794
6237,Polygon,229.199972,11266,SEKI,67.353157,367036.5863,4094630.637,0.02292,67.353157,229.201005,36.9884173,-118.494099
6238,Polygon,1182.041202,11257,SEKI,160.065811,367588.7941,4094585.251,0.118205,160.065811,1182.046478,36.98808623,-118.4878878
6239,Polygon,1067.690498,11262,SEKI,165.819093,367361.4299,4094590.507,0.106769,165.819093,1067.692396,36.98810155,-118.4904428
6240,Polygon,1310.936947,11258,SEKI,169.783384,367523.3595,4094570.164,0.131094,169.783384,1310.941555,36.98794106,-118.4886202
6241,Polygon,792.92122,11263,SEKI,108.938445,367193.4933,4094580.796,0.079292,108.938445,792.922982,36.98799034,-118.4923276
6242,Polygon,344.11354,11265,SEKI,71.114217,366990.2715,4094593.751,0.034411,71.114217,344.114504,36.98807835,-118.4946127
6243,Polygon,1072.348794,11256,SEKI,163.167764,367655.6274,4094542.107,0.107235,163.167764,1072.350655,36.98770686,-118.4871295
6244,Polygon,1237.212525,11261,SEKI,133.707993,367324.5329,4094541.454,0.123722,133.707993,1237.217864,36.98765431,-118.4908487
6245,Polygon,2066.563919,11272,SEKI,210.881415,366458.6202,4094563.72,0.206657,210.881415,2066.570509,36.98773238,-118.5005797
6246,Polygon,2638.922535,11271,SEKI,229.401778,366646.8329,4094527.787,0.263893,229.401778,2638.926261,36.98743528,-118.4984591
6247,Polygon,673.914463,12197,SEKI,98.11489,366208.0737,4094537.046,0.067392,98.11489,673.920034,36.98745639,-118.5033894
6248,Polygon,802.29722,12195,SEKI,105.84297,366268.133,4094527.188,0.08023,105.84297,802.305002,36.9873761,-118.502713
6249,Polygon,473.585926,11255,SEKI,91.141312,367525.282,4094482.869,0.047359,91.141312,473.587437,36.98715468,-118.4885833
6250,Polygon,3302.786682,11270,SEKI,241.257883,366754.6549,4094473.239,0.330279,241.257883,3302.791635,36.98695902,-118.4972382
6251,Polygon,202.182601,12196,SEKI,57.496977,366231.1848,4094510.709,0.020218,57.496977,202.184306,36.98722235,-118.5031251
6252,Polygon,896.10217,11264,SEKI,151.111753,367084.9198,4094475.696,0.089611,151.111753,896.105946,36.9870279,-118.4935287
6253,Polygon,285.296935,11260,SEKI,67.209617,367195.3939,4094467.001,0.02853,67.209617,285.297735,36.98696516,-118.4922862
6254,Polygon,1155.294129,11259,SEKI,140.600472,367298.9205,4094455.809,0.115529,140.600472,1155.294773,36.98687892,-118.4911213
6255,Polygon,703.402977,12622,SEKI,94.16011,366290.0021,4094487.293,0.070341,94.16011,703.408925,36.9870197,-118.5024603
6256,Polygon,22396.96254,10286,SEKI,859.665753,370350.6057,4094269.792,2.23971,859.665753,22397.06803,36.98562835,-118.4568087
6257,Polygon,943.726507,11254,SEKI,133.161503,367415.067,4094416.62,0.094373,133.161503,943.731322,36.98654215,-118.4898097
6258,Polygon,906.372982,11253,SEKI,110.257527,367243.6069,4094402.172,0.090638,110.257527,906.376407,36.98638776,-118.4917332
6259,Polygon,1503.236278,12341,SEKI,155.512388,351910.528,4094860.124,0.150324,155.512388,1503.239638,36.98822454,-118.6640524
6260,Polygon,10331.76489,10498,SEKI,503.258584,366351.7444,4094339.134,1.03319,503.258584,10331.85082,36.98569337,-118.5017404
6261,Polygon,429.996287,11252,SEKI,84.028643,367073.4667,4094372.922,0.043,84.028643,429.99757,36.98610015,-118.4936393
6262,Polygon,72.006822,12611,SEKI,30.218872,366230.003,4094397.274,0.007201,30.218872,72.007117,36.98619998,-118.5031183
6263,Polygon,360.034318,11251,SEKI,76.448871,367012.2995,4094345.229,0.036004,76.448871,360.034816,36.98584194,-118.4943215
6264,Polygon,41191.84238,10497,SEKI,985.836002,365836.8111,4094266.714,4.11922,985.836002,41192.17699,36.98496744,-118.5075118
6265,Polygon,960.761095,11273,SEKI,122.885959,366528.0166,4094312.168,0.096076,122.885959,960.762198,36.98547541,-118.4997556
6266,Polygon,36656.35753,10289,SEKI,922.139592,367232.7054,4094210.274,3.66565,922.139592,36656.45568,36.98465696,-118.4918219
6267,Polygon,3189.456692,11250,SEKI,286.516016,366943.936,4094231.556,0.318946,286.516016,3189.464082,36.98480792,-118.4950694
6268,Polygon,1961.217581,12340,SEKI,176.919833,351358.1744,4094658.111,0.196122,176.919833,1961.221902,36.98631713,-118.6702169
6269,Polygon,841.270834,11244,SEKI,145.251758,367551.0897,4094148.104,0.084127,145.251758,841.27361,36.98414162,-118.4882346
6270,Polygon,4311.529924,12339,SEKI,306.461805,351797.6774,4094605.189,0.431153,306.461805,4311.534067,36.98590964,-118.6652699
6271,Polygon,8753.931643,10496,SEKI,413.132753,365381.3072,4094138.475,0.8754,413.132753,8754.003007,36.98374674,-118.5126055
6272,Polygon,558.538148,11245,SEKI,93.058683,367667.9997,4094109.572,0.055854,93.058683,558.538617,36.98381085,-118.4869146
6273,Polygon,12802.42739,10495,SEKI,560.354146,365176.9551,4094118.987,1.28025,560.354146,12802.5282,36.98354186,-118.5148974
6274,Polygon,15068.47012,10290,SEKI,485.646079,367302.5286,4094050.358,1.50685,485.646079,15068.51189,36.98322575,-118.4910094
6275,Polygon,202.120143,12609,SEKI,50.526284,365620.0089,4094137.311,0.020212,50.526284,202.121981,36.98377039,-118.5099241
6276,Polygon,39427.47471,10291,SEKI,1294.757648,367530.0447,4093892.615,3.94276,1294.757648,39427.58533,36.98183634,-118.4884261
6277,Polygon,11775.1759,10287,SEKI,447.404382,369622.5433,4093907.061,1.17752,447.404382,11775.22467,36.98225893,-118.4649245
6278,Polygon,10130.55227,10499,SEKI,393.268276,366409.8804,4093981.767,1.01306,393.268276,10130.61218,36.98248127,-118.5010241
6279,Polygon,777.878352,11234,SEKI,119.738492,369312.5171,4093923.28,0.077788,119.738492,777.881965,36.98236206,-118.4684097
6280,Polygon,625.651739,11246,SEKI,96.722035,367801.59,4093968.567,0.062565,96.722035,625.653386,36.98255898,-118.4853893
6281,Polygon,452.944506,11235,SEKI,81.128422,369020.2047,4093919.763,0.045295,81.128422,452.945952,36.9822897,-118.4716925
6282,Polygon,1077.113828,11232,SEKI,128.483528,370676.262,4093790.892,0.107712,128.483528,1077.11893,36.98135756,-118.4530684
6283,Polygon,298.396973,12607,SEKI,61.394395,365770.0081,4093957.301,0.02984,61.394395,298.399224,36.98216969,-118.5082071
6284,Polygon,105433.9756,10494,SEKI,2065.775669,365948.3747,4093560.512,10.5435,2065.775669,105434.8545,36.97861953,-118.5061331
6285,Polygon,707.160645,11233,SEKI,106.993674,369628.3768,4093770.046,0.070717,106.993674,707.164647,36.98102503,-118.4648353
6286,Polygon,2691.165528,11230,SEKI,232.169386,373848.2545,4093606.621,0.269118,232.169386,2691.181115,36.9801278,-118.4174075
6287,Polygon,2479.128463,12198,SEKI,185.486344,365310.4733,4093723.389,0.247915,185.486344,2479.149745,36.97999613,-118.5133271
6288,Polygon,1837.272962,12202,SEKI,163.054959,364024.4087,4093718.748,0.183729,163.054959,1837.287439,36.97976926,-118.5277714
6289,Polygon,298.38438,12608,SEKI,61.393043,366250.0028,4093647.279,0.029839,61.393043,298.386797,36.97944436,-118.5027607
6290,Polygon,2877.146869,12199,SEKI,222.630543,365358.526,4093654.435,0.287717,222.630543,2877.168487,36.97938165,-118.512775
6291,Polygon,391.533612,12612,SEKI,83.786446,373259.1958,4093237.51,0.039154,83.786446,391.53615,36.9767223,-118.4239621
6292,Polygon,976.510581,11248,SEKI,124.446802,368074.109,4093276.365,0.097651,124.446802,976.514456,36.97635952,-118.4822072
6293,Polygon,606.808246,11249,SEKI,91.682514,368158.0081,4093244.346,0.060681,91.682514,606.810054,36.97608274,-118.4812592
6294,Polygon,24583.39543,10292,SEKI,785.571039,366645.072,4093188.832,2.45835,785.571039,24583.45493,36.97536922,-118.4982422
6295,Polygon,88080.78442,10492,SEKI,1107.203009,364959.9599,4093102.452,8.80815,1107.203009,88081.48453,36.97435043,-118.517153
6296,Polygon,11478.32071,10288,SEKI,421.496411,370645.7115,4093030.915,1.14784,421.496411,11478.37447,36.97450479,-118.4532813
6297,Polygon,14265.37841,10522,SEKI,492.945742,369729.3446,4093019.716,1.42654,492.945742,14265.44001,36.97427741,-118.4635716
6298,Polygon,1101.215052,11247,SEKI,127.364206,367537.9079,4093086.34,0.110122,127.364206,1101.216238,36.97457177,-118.4881963
6299,Polygon,7416.389444,10293,SEKI,335.221932,367839.0441,4092964.67,0.741641,335.221932,7416.413494,36.9735177,-118.4847928
6300,Polygon,43.318696,12610,SEKI,23.493122,367649.3745,4092460.537,0.004332,23.493122,43.318708,36.96894808,-118.4868346
6301,Polygon,65509.1036,10307,SEKI,1255.186886,374255.2798,4092504.973,6.55096,1255.186886,65509.5525,36.97025457,-118.412652
6302,Polygon,1591.187189,11229,SEKI,179.232548,373695.3715,4092562.407,0.15912,179.232548,1591.197809,36.97069715,-118.41895
6303,Polygon,1336.924565,11274,SEKI,139.767193,368136.647,4092707.69,0.133693,139.767193,1336.929628,36.9712437,-118.4814054
6304,Polygon,624.180875,12200,SEKI,94.411475,365793.1772,4092762.093,0.062418,94.411475,624.183977,36.97140257,-118.5077343
6305,Polygon,1145.086687,12201,SEKI,143.286458,365854.0186,4092724.136,0.11451,143.286458,1145.099725,36.97106921,-118.5070443
6306,Polygon,65666.01504,10500,SEKI,1118.641633,360676.3492,4092680.188,6.56664,1118.641633,65666.41514,36.96992071,-118.5651846
6307,Polygon,2678.073509,11228,SEKI,211.862541,373575.7691,4092415.023,0.267809,211.862541,2678.091217,36.9693529,-118.4202686
6308,Polygon,1039.168436,11227,SEKI,142.796203,373453.4937,4092325.797,0.103917,142.796203,1039.174956,36.96853239,-118.4216269
6309,Polygon,3704.252714,11275,SEKI,286.011162,367723.8018,4092444.377,0.370426,286.011162,3704.262331,36.96881292,-118.4859959
6310,Polygon,5896.866019,10493,SEKI,303.413795,365385.8029,4092516.854,0.589691,303.413795,5896.910671,36.96913445,-118.5122658
6311,Polygon,815.341863,12203,SEKI,106.912802,364680.2894,4092551.005,0.081535,106.912802,815.347993,36.96934099,-118.5201952
6312,Polygon,40073.03322,10308,SEKI,1002.656365,373233.3278,4092093.298,4.00733,1002.656365,40073.27679,36.96640754,-118.4240605
6313,Polygon,80815.34177,10294,SEKI,1391.766787,367993.7483,4092140.824,8.08156,1391.766787,80815.57206,36.96611538,-118.4829112
6314,Polygon,1184.661334,11278,SEKI,134.407657,367022.4179,4092292.628,0.118466,134.407657,1184.663999,36.96734658,-118.4938461
6315,Polygon,85085.07108,10309,SEKI,1222.436019,373676.1047,4091951.55,8.50856,1222.436019,85085.6174,36.9651897,-118.4190642
6316,Polygon,726.241098,11276,SEKI,101.512237,367667.6979,4092214.382,0.072624,101.512237,726.243371,36.96673244,-118.4865857
